20220125,1400,1.42774866,-27.07,-0.39
20220125,1130,0.99162132,-10.79,-0.16
20220125,1030,1.13034451,-106.806,-1.53
20220124,1500,0.75211188,-7.54,-0.11
20220124,1400,0.82682817,-3.225,-0.05
20220124,1130,0.9624813,31.585,0.45
20220124,1030,0.85889073,-18.185,-0.26
20220121,1400,0.80153639,6.6,0.09
20220121,1130,0.68705162,-26.38,-0.38
20220121,1030,0.93931124,-45.535,-0.65
20220121,1500,0.91110441,-14.85,-0.21
20220120,1500,1.18024856,-6.88,-0.1
20220120,1400,1.12685254,-24.82,-0.35
20220120,1130,1.1050906,4.45,0.06
20220120,1030,0.91799267,-34.722,-0.49
20220119,1500,0.90196907,33.81,0.48
20220119,1400,0.96684965,-36.569,-0.51
20220119,1130,0.7321925,-45.141,-0.63
20220119,1030,0.99440207,3.501,0.05
20220118,1030,1.05680357,14.691,0.21
20220118,1500,1.02979346,10.069,0.14
20220118,1400,0.97555559,-25.71,-0.36
20220118,1130,1.43037362,6.25,0.09
20220117,1500,0.84346292,-10.43,-0.15
20220117,1130,0.93805671,17.23,0.24
20220117,1030,0.97759087,52.85,0.75
20220117,1400,0.86185005,17.069,0.24
20220114,1500,1.12888591,-14.239,-0.2
20220114,1400,1.1745383,-5.7,-0.08
20220114,1130,1.14783405,-2.48,-0.03
20220114,1030,0.91903341,5.8,0.08
20220113,1130,1.03344273,0.16,0.0
20220113,1500,1.00827676,-21.9,-0.31
20220113,1400,1.06479723,-36.25,-0.51
20220113,1030,1.1445778,-41.183,-0.57
20220112,1130,0.91771241,-3.893,-0.05
20220112,1030,0.97003074,24.04,0.34
20220112,1500,0.905839,14.537,0.2
20220112,1400,0.82209503,27.023,0.38
20220111,1500,1.1352257,-4.68,-0.07
20220111,1400,1.13353679,-38.58,-0.54
20220111,1130,1.17491479,-11.93,-0.17
20220111,1030,0.89580839,-1.041,-0.01
20220110,1400,0.82978941,-7.686,-0.11
20220110,1130,0.67242414,10.086,0.14
20220110,1030,0.95505068,4.364,0.06
20220110,1500,0.71540361,9.01,0.13
20220107,1500,1.33726695,-48.39,-0.67
