20220125,1330,1.39871023,-17.83,-0.26
20220125,1130,0.89017934,-40.71,-0.59
20220125,1100,1.0762394,29.92,0.44
20220125,1030,1.40645656,-57.33,-0.83
20220125,1000,1.00491851,-49.476,-0.71
20220124,1330,0.83130934,10.684,0.15
20220124,1000,0.90090786,-17.775,-0.25
20220124,1030,0.77891907,-0.41,-0.01
20220124,1130,0.97151607,5.845,0.08
20220124,1100,0.95507249,25.74,0.37
20220124,1400,0.82209398,-13.909,-0.2
20220124,1430,0.78963577,-3.37,-0.05
20220124,1500,0.73042214,-4.17,-0.06
20220121,1500,0.11753295,-3.63,-0.05
20220121,1430,0.86917195,-11.22,-0.16
20220121,1400,0.87183174,19.74,0.28
20220121,1330,0.74470059,-13.14,-0.19
20220121,1130,0.69663941,-14.33,-0.2
20220121,1100,0.67938405,-12.05,-0.17
20220121,1030,1.1121726,-2.85,-0.04
20220121,1000,0.86839687,-42.685,-0.6
20220120,1430,1.11210715,-1.62,-0.02
20220120,1500,9.78533983,-61.97,-0.87
20220120,1400,0.99617391,-20.54,-0.29
20220120,1130,1.18866667,39.58,0.56
20220120,1100,1.04626034,-35.13,-0.5
20220120,1030,0.86427775,-16.67,-0.23
20220120,1000,0.9420105,-18.052,-0.25
20220120,1330,1.26055062,-4.28,-0.06
20220119,1030,0.87761287,-3.68,-0.05
20220119,1330,0.82832659,-11.919,-0.17
20220119,1000,1.05731545,7.181,0.1
20220119,1130,0.66057109,-11.481,-0.16
20220119,1100,0.79269122,-33.66,-0.47
20220119,1400,1.15576612,-24.65,-0.35
20220119,1430,0.93552416,10.26,0.14
20220119,1500,0.88025497,23.55,0.33
20220118,1500,1.01959194,10.289,0.14
20220118,1430,1.04596579,-0.22,0.0
20220118,1400,0.87144298,-1.46,-0.02
20220118,1330,1.06922213,-24.25,-0.34
20220118,1130,1.53355865,-6.84,-0.1
20220118,1100,1.35344966,13.09,0.18
20220118,1030,1.26301558,-2.97,-0.04
20220118,1000,0.97136969,17.661,0.25
20220117,1500,0.90399557,-3.19,-0.04
20220117,1430,0.7625194,-7.24,-0.1
20220117,1400,0.82869098,7.16,0.1
