20220125,1400,1.05288313,1.72,0.05
20220125,1330,1.33175543,-14.87,-0.47
20220125,1130,0.6702003,-10.08,-0.32
20220125,1100,0.66938791,5.83,0.18
20220125,1030,1.18053753,-4.86,-0.15
20220125,1000,0.88735866,-15.614,-0.49
20220124,1330,0.89999671,-2.645,-0.08
20220124,1000,0.67775892,-22.415,-0.7
20220124,1030,0.98887204,5.4,0.17
20220124,1100,1.22413977,9.23,0.29
20220124,1130,1.08452778,5.975,0.19
20220124,1400,0.90553007,-13.05,-0.41
20220124,1430,0.99261987,5.39,0.17
20220124,1500,0.77548515,3.12,0.1
20220121,1500,0.83898515,3.46,0.11
20220121,1430,0.64484802,-2.74,-0.09
20220121,1400,0.81329091,13.34,0.42
20220121,1330,0.54028589,-11.601,-0.36
20220121,1130,0.47034507,-1.549,-0.05
20220121,1100,0.84085211,-7.85,-0.24
20220121,1030,0.94362092,0.96,0.03
20220121,1000,1.06517026,-8.981,-0.28
20220120,1500,1.46084978,-1.73,-0.05
20220120,1430,1.40453658,4.1,0.13
20220120,1330,1.88938495,-8.0,-0.25
20220120,1130,2.32642131,21.35,0.66
20220120,1100,1.06873252,-5.04,-0.16
20220120,1030,1.17639213,4.95,0.15
20220120,1000,0.96641665,32.058,1.01
20220120,1400,1.29868904,-1.18,-0.04
20220119,1100,0.5901728,-9.17,-0.29
20220119,1330,0.89525824,-4.564,-0.14
20220119,1000,1.43528292,-0.114,0.0
20220119,1030,1.11275304,12.92,0.41
20220119,1130,0.39234974,-3.366,-0.11
20220119,1400,1.17079585,-8.24,-0.26
20220119,1430,0.95793458,8.92,0.28
20220119,1500,0.64087799,3.28,0.1
20220118,1000,1.04923252,19.741,0.63
20220118,1500,1.3969148,5.779,0.18
20220118,1430,1.17112405,3.36,0.11
20220118,1400,1.09583763,-1.36,-0.04
20220118,1330,1.24070222,-12.62,-0.4
20220118,1130,1.93887966,-0.2,-0.01
20220118,1100,1.67385009,21.48,0.68
20220118,1030,1.02495003,3.64,0.11
20220117,1500,0.72583319,-2.21,-0.07
20220117,1430,0.68805796,-1.91,-0.06
