20220125,1400,1.31550676,-2.01,-0.06
20220125,1330,1.23279155,-13.865,-0.4
20220125,1130,0.84458307,-13.515,-0.39
20220125,1100,1.00802859,11.54,0.33
20220125,1030,1.37141208,-17.73,-0.51
20220125,1000,0.96691128,-19.6,-0.56
20220124,1330,0.93890741,0.132,0.0
20220124,1000,0.87732723,-15.398,-0.44
20220124,1030,0.83143848,7.71,0.22
20220124,1100,0.99449735,10.24,0.29
20220124,1130,1.03011205,4.508,0.13
20220124,1400,0.81047058,-9.58,-0.27
20220124,1430,0.753009,2.8,0.08
20220124,1500,0.70689389,1.13,0.03
20220121,1500,0.97804549,-1.69,-0.05
20220121,1430,0.8560704,-3.73,-0.11
20220121,1400,0.83513827,12.03,0.34
20220121,1330,0.59517565,-9.423,-0.27
20220121,1130,0.66957986,-4.497,-0.13
20220121,1100,0.67315588,-9.06,-0.26
20220121,1030,1.05618538,0.75,0.02
20220121,1000,0.98646368,-16.873,-0.47
20220120,1500,1.29264168,-4.11,-0.12
20220120,1430,1.19587879,-0.02,0.0
20220120,1330,1.67679628,-2.68,-0.08
20220120,1130,1.40547144,19.62,0.55
20220120,1100,1.2487076,-11.75,-0.33
20220120,1030,1.05738016,-3.9,-0.11
20220120,1000,0.89333324,6.2,0.17
20220120,1400,1.15205519,-6.48,-0.18
20220119,1100,0.71687641,-10.38,-0.29
20220119,1330,0.67082792,-4.88,-0.14
20220119,1000,1.15678847,-1.37,-0.04
20220119,1030,0.89440406,6.25,0.18
20220119,1130,0.52919366,-4.72,-0.13
20220119,1400,1.12501628,-10.77,-0.3
20220119,1430,0.94838237,7.19,0.2
20220119,1500,0.83992436,6.946,0.2
20220118,1000,0.9856834,12.42,0.35
20220118,1500,1.09794572,6.38,0.18
20220118,1430,1.10107825,1.58,0.04
20220118,1400,1.03847125,0.38,0.01
20220118,1330,1.41640395,-13.32,-0.37
20220118,1130,1.91632421,0.82,0.02
20220118,1100,1.51439466,18.884,0.53
20220118,1030,1.18494884,1.1,0.03
20220117,1500,0.79844188,-0.31,-0.01
20220117,1430,0.68212704,-2.64,-0.07
