20220125,1400,1.23443836,-75.41,-0.54
20220125,1130,0.9994167,-14.13,-0.1
20220125,1030,1.21043324,-150.95,-1.07
20220124,1500,0.83869787,6.2,0.04
20220124,1400,0.86752125,-31.99,-0.23
20220124,1130,0.97877647,98.8,0.71
20220124,1030,0.80374629,-20.76,-0.15
20220121,1400,0.85264223,5.3,0.04
20220121,1130,0.64807275,-83.58,-0.59
20220121,1030,0.97611273,-76.49,-0.54
20220121,1500,0.7770802,-13.98,-0.1
20220120,1500,1.22102862,-9.06,-0.06
20220120,1400,0.97882086,-44.25,-0.31
20220120,1130,1.21361788,-1.92,-0.01
20220120,1030,0.98675565,46.34,0.33
20220119,1500,0.93674773,79.03,0.56
20220119,1400,0.94086507,-95.8,-0.67
20220119,1130,0.80040475,-107.96,-0.75
20220119,1030,0.87467944,-59.47,-0.41
20220118,1030,1.09518941,63.23,0.44
20220118,1500,0.98867411,26.78,0.19
20220118,1400,1.01533758,-41.81,-0.29
20220118,1130,1.23365027,-20.38,-0.14
20220117,1500,0.86290954,-9.14,-0.06
20220117,1130,0.97263261,60.28,0.42
20220117,1030,1.13453215,131.18,0.93
20220117,1400,0.87692207,30.68,0.21
20220114,1500,1.15098008,-45.86,-0.32
20220114,1400,1.21325496,38.85,0.27
20220114,1130,1.06655829,-20.86,-0.15
20220114,1030,0.89159327,40.1,0.28
20220113,1130,1.07747515,-5.33,-0.04
20220113,1500,1.00481001,-50.22,-0.35
20220113,1400,1.00899948,-111.97,-0.78
20220113,1030,1.10163546,-115.34,-0.8
20220112,1130,1.033745,-49.59,-0.35
20220112,1030,0.99190516,128.42,0.9
20220112,1500,0.97998341,26.54,0.18
20220112,1400,0.90282078,92.48,0.65
20220111,1500,1.12824175,-2.34,-0.02
20220111,1400,1.21307425,-102.91,-0.72
20220111,1130,1.07585232,-29.9,-0.21
20220111,1030,0.918499,-48.47,-0.34
20220110,1400,0.75791209,-43.03,-0.3
20220110,1130,0.73272325,18.31,0.13
20220110,1030,0.96570579,54.26,0.38
20220110,1500,0.67469771,33.78,0.24
20220107,1500,1.31261837,-102.91,-0.71
